event_id,year,true_label,lightgbm_prediction,rf_prediction,rf_correct,lightgbm_correct,outcome
2023-0434-BRA,2023,Moderate,Low,Low,False,False,both_wrong
2023-0471-MAR,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0473-BGD,2023,High,High,High,True,True,both_correct
2023-0438-ALB,2023,High,Low,Extreme,False,False,both_wrong
2023-0438-DNK,2023,High,High,High,True,True,both_correct
2023-0438-FRA,2023,Extreme,Extreme,Extreme,True,True,both_correct
2023-0438-GBR,2023,Extreme,Extreme,High,False,True,lightgbm_only_correct
2023-0438-HRV,2023,High,Low,Extreme,False,False,both_wrong
2023-0477-CMR,2023,Low,Low,Low,True,True,both_correct
2023-0485-BRA,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0438-MNE,2023,Moderate,Low,Extreme,False,False,both_wrong
2023-0486-IND,2023,Moderate,Extreme,Extreme,False,False,both_wrong
2023-0490-KOR,2023,Low,Low,Low,True,True,both_correct
2023-0493-UGA,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0438-POL,2023,High,High,Extreme,False,True,lightgbm_only_correct
2023-0438-PRT,2023,Extreme,Extreme,Extreme,True,True,both_correct
2023-0438-SRB,2023,High,Low,Extreme,False,False,both_wrong
2023-0451-COL,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0460-HRV,2023,Low,Low,Low,True,True,both_correct
2023-0467-CMR,2023,Moderate,Moderate,High,False,True,lightgbm_only_correct
2023-0497-SVN,2023,Low,Low,Low,True,True,both_correct
2023-0503-CHN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0518-VNM,2023,Moderate,Low,Low,False,False,both_wrong
2023-0539-CHL,2023,Low,Low,Low,True,True,both_correct
2023-0542-PAK,2023,Moderate,High,High,False,False,both_wrong
2023-0547-IND,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0548-IND,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0582-TUR,2023,Low,Low,Low,True,True,both_correct
2023-0585-PHL,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0591-CHN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0593-PER,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0595-MYS,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0610-LBY,2023,Extreme,Low,Low,False,False,both_wrong
2023-0611-NGA,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0640-BRA,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0647-MEX,2023,Moderate,Low,Low,False,False,both_wrong
2023-0703-SLV,2023,Low,Low,Low,True,True,both_correct
2023-0746-MNG,2023,Low,Low,Low,True,True,both_correct
2023-0656-USA,2023,Low,Low,Low,True,True,both_correct
2023-0659-IRN,2023,Low,Low,Low,True,True,both_correct
2023-0761-BGR,2023,Low,Low,Low,True,True,both_correct
2023-0721-KEN,2023,High,Low,Low,False,False,both_wrong
2023-0728-ETH,2023,Moderate,Moderate,Low,False,True,lightgbm_only_correct
2023-0731-IRN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0762-PHL,2023,Moderate,Low,Low,False,False,both_wrong
2023-0772-COG,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0784-LKA,2023,Low,Low,Low,True,True,both_correct
2023-0794-PHL,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0795-HND,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0804-MDA,2023,Low,Low,Low,True,True,both_correct
2023-0804-TUR,2023,Low,Low,Low,True,True,both_correct
2023-0807-TZA,2023,Moderate,Low,Low,False,False,both_wrong
2023-0812-IND,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0820-IDN,2023,Moderate,Low,Moderate,True,False,rf_only_correct
2023-0826-USA,2023,Low,Low,Low,True,True,both_correct
2023-0855-ZAF,2023,Moderate,Low,Low,False,False,both_wrong
2023-0856-AUS,2023,Moderate,Low,Low,False,False,both_wrong
2023-0837-GIN,2023,Moderate,Moderate,High,False,True,lightgbm_only_correct
2023-0843-USA,2023,Low,Low,Low,True,True,both_correct
2023-0847-ZAF,2023,Low,Low,Low,True,True,both_correct
2023-0852-NIC,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0854-MYS,2023,Low,Low,Low,True,True,both_correct
2023-0868-COG,2023,Moderate,Low,Low,False,False,both_wrong
2023-0875-LSO,2023,Low,Low,Low,True,True,both_correct
2023-0876-SOM,2023,Moderate,High,High,False,False,both_wrong
2023-0882-MLI,2023,Moderate,Moderate,High,False,True,lightgbm_only_correct
2023-0460-BIH,2023,Low,Low,Low,True,True,both_correct
2023-0450-VNM,2023,Low,Low,Low,True,True,both_correct
2023-0137-PER,2023,Moderate,Low,Low,False,False,both_wrong
2023-0495-LAO,2023,Low,Low,Low,True,True,both_correct
2023-0490-RUS,2023,Low,Low,Low,True,True,both_correct
2023-0490-JPN,2023,Low,Low,Low,True,True,both_correct
2023-0489-ZAF,2023,Low,Low,Moderate,False,True,lightgbm_only_correct
2023-0487-RUS,2023,Moderate,Low,Low,False,False,both_wrong
2023-0478-SEN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0469-IDN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0468-DZA,2023,Moderate,Low,Low,False,False,both_wrong
2023-0466-CHE,2023,Low,Low,Low,True,True,both_correct
2023-0465-CAN,2023,Low,Low,Low,True,True,both_correct
2023-0464-PHL,2023,Moderate,Low,Low,False,False,both_wrong
2023-0462-PAK,2023,Moderate,High,High,False,False,both_wrong
2023-0438-IRL,2023,Moderate,High,High,False,False,both_wrong
2023-0438-HUN,2023,High,High,Extreme,False,True,lightgbm_only_correct
2023-0438-CHE,2023,High,Extreme,High,True,False,rf_only_correct
2023-0438-BEL,2023,High,Extreme,High,True,False,rf_only_correct
2023-0437-IDN,2023,Low,Low,Low,True,True,both_correct
2023-0406-IND,2023,High,Moderate,Moderate,False,False,both_wrong
2023-0405-MLI,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0370-USA,2023,Low,Low,Low,True,True,both_correct
2023-0359-IND,2023,Moderate,Extreme,Extreme,False,False,both_wrong
2023-0328-IND,2023,High,High,High,True,True,both_correct
2023-0326-NPL,2023,Moderate,High,High,False,False,both_wrong
2023-0315-MEX,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0314-ZMB,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0311-MWI,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0297-MNG,2023,Low,Low,Low,True,True,both_correct
2023-0294-MMR,2023,High,High,Low,False,True,lightgbm_only_correct
2023-0293-ITA,2023,Moderate,Low,Low,False,False,both_wrong
2023-0289-RUS,2023,Moderate,Low,Low,False,False,both_wrong
2023-0266-PAK,2023,Moderate,Moderate,High,False,True,lightgbm_only_correct
2023-0238-PER,2023,Low,Low,Low,True,True,both_correct
2023-0229-IRN,2023,Low,Low,Low,True,True,both_correct
2023-0227-IDN,2023,Low,Moderate,Moderate,False,False,both_wrong
2023-0222-BDI,2023,Moderate,Low,Low,False,False,both_wrong
2023-0221-PER,2023,Moderate,Low,Low,False,False,both_wrong
2023-0219-ITA,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0215-KOR,2023,Low,Low,Low,True,True,both_correct
2023-0201-SOM,2023,Moderate,High,High,False,False,both_wrong
2023-0193-COD,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0187-KEN,2023,Moderate,Low,Low,False,False,both_wrong
2023-0182-MEX,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0176-USA,2023,Moderate,Low,Low,False,False,both_wrong
2023-0173-PAK,2023,Moderate,Moderate,High,False,True,lightgbm_only_correct
2023-0156-AFG,2023,Low,High,Extreme,False,False,both_wrong
2023-0152-BGD,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0146-IRN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0764-GTM,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0881-BFA,2023,Moderate,Extreme,Extreme,False,False,both_wrong
2023-0809-BDI,2023,Low,Low,Low,True,True,both_correct
2023-0805-PAK,2023,Moderate,Moderate,High,False,True,lightgbm_only_correct
2023-0792-IND,2023,Moderate,Low,Low,False,False,both_wrong
2023-0791-PHL,2023,Low,Low,Low,True,True,both_correct
2023-0785-USA,2023,Low,Low,Low,True,True,both_correct
2023-0777-BRA,2023,Low,Low,Low,True,True,both_correct
2023-0775-SUR,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0769-COD,2023,Low,High,High,False,False,both_wrong
2023-0763-DOM,2023,Moderate,Low,Low,False,False,both_wrong
2023-0761-TUR,2023,Moderate,Low,Low,False,False,both_wrong
2023-0758-IND,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0756-CHN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0741-SOM,2023,High,Moderate,Low,False,False,both_wrong
2023-0733-LKA,2023,Low,Low,Low,True,True,both_correct
2023-0730-CHL,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0724-NLD,2023,Low,Low,Low,True,True,both_correct
2023-0724-ESP,2023,Low,Low,Low,True,True,both_correct
2023-0722-NPL,2023,High,High,Low,False,True,lightgbm_only_correct
2023-0686-BGD,2023,Low,Low,Low,True,True,both_correct
2023-0685-YEM,2023,Low,Low,Low,True,True,both_correct
2023-0683-SOM,2023,Low,Moderate,Low,True,False,rf_only_correct
2023-0660-AFG,2023,Low,High,High,False,False,both_wrong
2023-0644-BEN,2023,Moderate,Moderate,High,False,True,lightgbm_only_correct
2023-0642-PER,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0634-CMR,2023,Moderate,Moderate,High,False,True,lightgbm_only_correct
2023-0623-TWN,2023,Low,Low,Low,True,True,both_correct
2023-0622-IND,2023,High,Moderate,Moderate,False,False,both_wrong
2023-0619-ZAF,2023,Moderate,Low,Low,False,False,both_wrong
2023-0614-CHN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0609-JPN,2023,Low,Low,Low,True,True,both_correct
2023-0599-TUN,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0597-RUS,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0596-MMR,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0578-GIN,2023,Low,Low,Low,True,True,both_correct
2023-0565-USA,2023,Low,Low,Low,True,True,both_correct
2023-0564-COG,2023,Moderate,High,High,False,False,both_wrong
2023-0559-DOM,2023,Low,Low,Low,True,True,both_correct
2023-0551-CHN,2023,Moderate,Low,Moderate,True,False,rf_only_correct
2023-0438-LIE,2023,Low,High,High,False,False,both_wrong
2023-0438-LUX,2023,Moderate,High,High,False,False,both_wrong
2022-0633-COG,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0654-MLI,2022,Moderate,Low,Low,False,False,both_wrong
2022-0833-ZAF,2022,Moderate,Moderate,Moderate,True,True,both_correct
2023-0300-PHL,2023,Low,Low,Low,True,True,both_correct
2023-0081-ZAF,2023,Moderate,Moderate,Moderate,True,True,both_correct
2022-0839-MAR,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0843-MWI,2022,Moderate,Low,Low,False,False,both_wrong
2023-0303-AUS,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0309-AUS,2023,Moderate,Moderate,Moderate,True,True,both_correct
2023-0438-LVA,2023,Moderate,Low,Extreme,False,False,both_wrong
2023-0095-MOZ,2023,High,Low,High,True,False,rf_only_correct
2022-0437-NGA,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0442-AFG,2022,Moderate,High,High,False,False,both_wrong
2023-0438-NLD,2023,High,High,High,True,True,both_correct
2022-0323-PAK,2022,Low,Moderate,High,False,False,both_wrong
2022-0001-CHN,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0005-TZA,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0007-USA,2022,Low,Low,Low,True,True,both_correct
2022-0020-BRA,2022,Moderate,Low,Low,False,False,both_wrong
2022-0080-USA,2022,Moderate,Low,Low,False,False,both_wrong
2022-0026-TON,2022,Low,Low,Moderate,False,True,lightgbm_only_correct
2022-0027-AFG,2022,Moderate,High,Extreme,False,False,both_wrong
2022-0028-MAR,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0052-MOZ,2022,Moderate,Low,High,False,False,both_wrong
2022-0058-PER,2022,Low,Low,Low,True,True,both_correct
2022-0063-ARG,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0066-COD,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0069-HTI,2022,Low,Low,Low,True,True,both_correct
2022-0072-SPI,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0077-ZAF,2022,Low,Low,Low,True,True,both_correct
2022-0205-ZAF,2022,High,Low,Low,False,False,both_wrong
2022-0093-CAN,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0094-IND,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0097-GBR,2022,Low,Low,Low,True,True,both_correct
2022-0108-ZAF,2022,Low,Low,Low,True,True,both_correct
2022-0112-POL,2022,Low,Low,Low,True,True,both_correct
2022-0117-COM,2022,Moderate,High,High,False,False,both_wrong
2022-0118-MYS,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0206-TUN,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0208-EGY,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0121-COL,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0126-USA,2022,Low,Low,Low,True,True,both_correct
2022-0130-HTI,2022,Low,Low,Low,True,True,both_correct
2022-0158-CHN,2022,High,Moderate,Moderate,False,False,both_wrong
2022-0166-SYR,2022,Moderate,Moderate,Moderate,True,True,both_correct
2022-0263-COD,2022,Low,High,Extreme,False,False,both_wrong
2022-0666-KHM,2022,Moderate,Low,Low,False,False,both_wrong
2022-0215-USA,2022,Low,Low,Low,True,True,both_correct
